field_145900_a,items,2,
field_145901_j,cooldownTime,2,
field_145915_a,messages,2,
field_145916_j,isEditable,2,
field_145917_k,playerWhoMayEdit,2,
field_145941_a,SLOTS_FOR_UP,2,
field_145943_l,lastPotionCount,2,
field_145944_m,ingredient,2,
field_145945_j,items,2,
field_145946_k,brewTime,2,
field_145947_i,SLOTS_FOR_SIDES,2,
field_145972_a,openness,2,
field_145973_j,openCount,2,
field_145974_k,tickInterval,2,
field_145975_i,oOpenness,2,
field_145983_q,tickInterval,2,
field_145985_p,items,2,
field_145986_n,oOpenness,2,
field_145987_o,openCount,2,
field_145989_m,openness,2,
field_145994_a,commandBlock,2,
field_145997_a,output,2,
field_146008_p,name,2,
field_146009_a,BEACON_EFFECTS,2,
field_146010_n,secondaryPower,2,
field_146012_l,levels,2,
field_146013_m,primaryPower,2,
field_146022_i,items,2,
field_146038_az,timeUntilHooked,2,
field_146040_ay,timeUntilLured,2,
field_146043_c,hookedIn,2,
field_146045_ax,nibble,2,
field_146049_av,life,2,
field_146054_aA,fishAngle,2,
field_146075_bs,breakDoorGoal,2,
field_146076_bu,canBreakDoors,2,
field_146084_br,loveCause,2,
field_146087_bs,eatBlockGoal,2,
field_146106_i,gameProfile,2,
field_146108_bO,stats,0,
field_146109_a,minecraft,0,
field_146133_q,option,0,
field_146137_o,option,0,
field_146142_r,selected,0,
field_146146_o,this$0,0,
field_146147_o,this$0,0,
field_146150_o,this$0,0,
field_146211_a,font,0,
field_146212_n,canLoseFocus,0,
field_146214_l,frame,0,
field_146215_m,bordered,0,
field_146216_j,value,0,
field_146217_k,maxLength,0,
field_146221_u,textColorUneditable,0,
field_146222_t,textColor,0,
field_146223_s,highlightPos,0,
field_146224_r,cursorPos,0,
field_146225_q,displayPos,0,
field_146226_p,isEditable,0,
field_146247_f,minecraft,0,
field_146248_g,recentChat,0,
field_146249_a,LOGGER,0,
field_146250_j,chatScrollbarPos,0,
field_146251_k,newMessageSinceScroll,0,
field_146252_h,allMessages,0,
field_146253_i,trimmedMessages,0,
field_146301_f,serverData,0,
field_146302_g,ipEdit,0,
field_146304_f,reason,0,
field_146307_h,parent,0,
field_146308_f,ipEdit,0,
field_146309_g,nameEdit,0,
field_146311_h,serverData,0,
field_146312_f,message,0,
field_146321_E,commandsButton,0,
field_146323_G,gameModeHelp1,0,
field_146324_A,moreOptionsButton,0,
field_146328_H,gameModeHelp2,0,
field_146330_J,initName,0,
field_146332_f,lastScreen,0,
field_146333_g,nameEdit,0,
field_146336_i,resultFolder,0,
field_146337_w,hardCore,0,
field_146339_u,commandsChanged,0,
field_146340_t,commands,0,
field_146343_z,modeButton,0,
field_146344_y,displayOptions,0,
field_146347_a,delayTicker,0,
field_146348_f,DEMO_BACKGROUND_LOCATION,0,
field_146352_g,yesButton,0,
field_146353_s,delayTicker,0,
field_146354_r,title2,0,
field_146356_h,noButton,0,
field_146360_u,showWarning,0,
field_146361_t,url,0,
field_146362_s,copyButton,0,
field_146363_r,warning,0,
field_146370_f,LOGGER,0,
field_146371_g,connection,0,
field_146372_a,UNIQUE_THREAD_ID,0,
field_146373_h,aborted,0,
field_146374_i,parent,0,
field_146385_f,parent,0,
field_146386_v,deleteLayerButton,0,
field_146387_g,generator,0,
field_146390_s,list,0,
field_146391_r,columnHeight,0,
field_146394_i,columnType,0,
field_146399_a,CHAT_OPTIONS,0,
field_146409_v,initial,0,
field_146410_g,historyBuffer,0,
field_146415_a,input,0,
field_146416_h,historyPos,0,
field_146431_f,PRESETS,0,
field_146432_g,parent,0,
field_146433_u,export,0,
field_146434_t,selectButton,0,
field_146435_s,list,0,
field_146436_r,listText,0,
field_146439_i,shareText,0,
field_146440_f,OPTION_SCREEN_OPTIONS,0,
field_146441_g,lastScreen,0,
field_146443_h,options,0,
field_146450_f,packSelectionList,0,
field_146452_r,doneButton,0,
field_146454_h,languageManager,0,
field_146491_f,selectedKey,0,
field_146493_s,resetButton,0,
field_146494_r,controlList,0,
field_146501_h,list,0,
field_146510_b_,LOADING_SYMBOLS,0,
field_146543_v,isLoading,0,
field_146545_u,activeList,0,
field_146546_t,stats,0,
field_146547_s,mobsStatsList,0,
field_146549_a,lastScreen,0,
field_146550_h,statsList,0,
field_146551_i,itemStatsList,0,
field_146576_f,LOGO_LOCATION,0,
field_146577_g,VIGNETTE_LOCATION,0,
field_146578_s,scrollSpeed,0,
field_146579_r,totalScrollLength,0,
field_146580_a,LOGGER,0,
field_146581_h,time,0,
field_146582_i,lines,0,
field_146589_f,stage,0,
field_146590_g,progress,0,
field_146592_h,stop,0,
field_146596_f,commandsButton,0,
field_146597_g,modeButton,0,
field_146598_a,lastScreen,0,
field_146599_h,gameModeName,0,
field_146600_i,commands,0,
field_146630_A,renameButton,0,
field_146641_z,selectButton,0,
field_146642_y,deleteButton,0,
field_146797_f,pinger,0,
field_146798_g,lastScreen,0,
field_146799_A,lanServerList,0,
field_146800_B,lanServerDetector,0,
field_146801_C,initedOnce,0,
field_146802_a,LOGGER,0,
field_146803_h,serverSelectionList,0,
field_146804_i,servers,0,
field_146808_t,deleteButton,0,
field_146809_s,selectButton,0,
field_146810_r,editButton,0,
field_146811_z,editingServer,0,
field_146812_y,toolTip,0,
field_146848_f,sign,0,
field_146849_g,frame,0,
field_146851_h,line,0,
field_146985_D,quickdropSlot,0,
field_146986_E,quickdropTime,0,
field_146987_F,quickCraftingType,0,
field_146988_G,quickCraftingButton,0,
field_146989_A,snapbackEnd,0,
field_146990_B,snapbackTime,0,
field_146991_C,snapbackItem,0,
field_146992_L,lastClickButton,0,
field_146993_M,doubleclick,0,
field_146994_N,lastQuickMoved,0,
field_146995_H,skipNextRelease,0,
field_146996_I,quickCraftingRemainder,0,
field_146997_J,lastClickTime,0,
field_146998_K,lastClickSlot,0,
field_146999_f,imageWidth,0,
field_147000_g,imageHeight,0,
field_147001_a,INVENTORY_LOCATION,0,
field_147002_h,menu,0,
field_147003_i,leftPos,0,
field_147004_w,isSplittingStack,0,
field_147005_v,clickedSlot,0,
field_147006_u,hoveredSlot,0,
field_147007_t,isQuickCrafting,0,
field_147008_s,quickCraftSlots,0,
field_147009_r,topPos,0,
field_147010_z,snapbackStartY,0,
field_147011_y,snapbackStartX,0,
field_147012_x,draggingItem,0,
field_147014_u,BREWING_STAND_LOCATION,0,
field_147017_u,CONTAINER_BACKGROUND,0,
field_147018_x,containerRows,0,
field_147019_u,CRAFTING_TABLE_LOCATION,0,
field_147025_v,BEACON_LOCATION,0,
field_147027_y,initPowerButtons,0,
field_147028_x,confirmButton,0,
field_147031_u,HORSE_INVENTORY_LOCATION,0,
field_147032_z,yMouse,0,
field_147033_y,xMouse,0,
field_147034_x,horse,0,
field_147038_v,VILLAGER_LOCATION,0,
field_147041_z,shopItem,0,
field_147045_u,doRenderEffects,0,
field_147047_v,yMouse,0,
field_147048_u,xMouse,0,
field_147058_w,selectedTab,0,
field_147059_E,listener,0,
field_147061_u,CREATIVE_TABS_LOCATION,0,
field_147062_A,searchBox,0,
field_147063_B,originalSlots,0,
field_147064_C,destroyItemSlot,0,
field_147066_y,scrolling,0,
field_147067_x,scrollOffs,0,
field_147069_w,oFlip,0,
field_147070_D,ENCHANTING_BOOK_LOCATION,0,
field_147071_v,flip,0,
field_147072_E,BOOK_MODEL,0,
field_147073_u,time,0,
field_147074_F,random,0,
field_147076_A,oOpen,0,
field_147077_B,last,0,
field_147078_C,ENCHANTING_TABLE_LOCATION,0,
field_147080_z,open,0,
field_147081_y,flipA,0,
field_147082_x,flipT,0,
field_147085_u,HOPPER_LOCATION,0,
field_147087_u,TEXTURE,0,
field_147088_v,CONTAINER_LOCATION,0,
field_147091_w,name,0,
field_147093_u,ANVIL_LOCATION,0,
field_147101_bU,spawnInvulnerableTime,2,
field_147102_bM,LOGGER,2,
field_147103_bO,stats,2,
field_147123_G,LOGGER,0,
field_147124_at,mainRenderTarget,0,
field_147125_j,crosshairPickEntity,0,
field_147126_aw,musicManager,0,
field_147127_av,soundManager,0,
field_147129_ai,is64bit,0,
field_147141_M,resourcePack,2,
field_147142_T,lastServerStatus,2,
field_147143_S,sessionService,2,
field_147144_o,connection,2,
field_147145_h,LOGGER,2,
field_147146_q,random,2,
field_147147_p,status,2,
field_147148_h,LOGGER,0,
field_147150_a,LOGGER,2,
field_147216_b,val$data,0,
field_147217_c,this$0,0,
field_147218_a,val$address,0,
field_147220_a,this$1,0,
field_147228_b,LOGGER,0,
field_147229_c,connections,0,
field_147230_a,SPLITTER,0,
field_147299_f,minecraft,0,
field_147300_g,level,0,
field_147301_d,LOGGER,0,
field_147302_e,connection,0,
field_147306_l,random,0,
field_147307_j,callbackScreen,0,
field_147309_h,started,0,
field_147310_i,playerInfoMap,0,
field_147313_b,connection,2,
field_147314_a,server,2,
field_147327_f,server,2,
field_147328_g,state,2,
field_147329_d,RANDOM,2,
field_147330_e,nonce,2,
field_147331_b,UNIQUE_THREAD_ID,2,
field_147332_c,LOGGER,2,
field_147333_a,connection,2,
field_147334_j,serverId,2,
field_147335_k,secretKey,2,
field_147336_h,tick,2,
field_147337_i,gameProfile,2,
field_147365_f,aboveGroundTickCount,2,
field_147367_d,server,2,
field_147368_e,tickCount,2,
field_147369_b,player,2,
field_147370_c,LOGGER,2,
field_147371_a,connection,2,
field_147372_n,expectedAcks,2,
field_147374_l,chatSpamTickCount,2,
field_147375_m,dropSpamTickCount,2,
field_147384_b,connection,2,
field_147385_a,server,2,
field_147386_b,connection,2,
field_147387_a,server,2,
field_147393_d,connection,0,
field_147394_b,minecraft,0,
field_147395_c,parent,0,
field_147396_a,LOGGER,0,
field_147403_d,success,0,
field_147404_b,val$connection,0,
field_147405_c,this$0,0,
field_147406_a,val$data,0,
field_147411_m,iconB64,0,
field_147412_i,playerList,0,
field_147415_a,LOGGER,0,
field_147436_a,LOGGER,0,
field_147481_N,updatingBlockEntities,2,
field_147482_g,blockEntityList,2,
field_147483_b,blockEntitiesToUnload,2,
field_147484_a,pendingBlockEntities,2,
field_147490_S,blockEvents,2,
field_147491_a,LOGGER,2,
field_147509_j,xmasTextures,0,
field_147514_c,signModel,0,
field_147523_b,BEAM_LOCATION,0,
field_147526_d,END_PORTAL_LOCATION,0,
field_147527_e,RANDOM,0,
field_147529_c,END_SKY_LOCATION,0,
field_147540_b,BOOK_LOCATION,0,
field_147541_c,bookModel,0,
field_147550_f,level,0,
field_147553_e,textureManager,0,
field_147556_a,instance,0,
field_147557_n,font,0,
field_147559_m,renderers,0,
field_147593_P,playingRecords,0,
field_147595_R,needsUpdate,0,
field_147596_f,xTransparentOld,0,
field_147597_g,yTransparentOld,0,
field_147599_m,LOGGER,0,
field_147602_h,zTransparentOld,0,
field_147616_f,frameBufferId,0,
field_147617_g,colorTextureId,0,
field_147618_d,viewHeight,0,
field_147619_e,useDepth,0,
field_147620_b,height,0,
field_147621_c,viewWidth,0,
field_147622_a,width,0,
field_147623_j,filterMode,0,
field_147624_h,depthBufferId,0,
field_147625_i,clearChannels,0,
field_147635_d,LOGGER,0,
field_147639_c,LOGGER,0,
field_147644_c,LOGGER,0,
field_147646_a,LOGGER,0,
field_147648_b,LOGGER,0,
field_147658_f,z,0,
field_147659_g,looping,0,
field_147660_d,x,0,
field_147661_e,y,0,
field_147662_b,volume,0,
field_147663_c,pitch,0,
field_147664_a,location,0,
field_147665_h,delay,0,
field_147666_i,attenuation,0,
field_147668_j,stopped,0,
field_147669_l,pitch,0,
field_147670_k,minecart,0,
field_147671_l,minecart,0,
field_147672_k,player,0,
field_147676_d,nextSongDelay,0,
field_147677_b,minecraft,0,
field_147678_c,currentMusic,0,
field_147679_a,random,0,
field_147694_f,soundEngine,0,
field_147696_d,SOUND_EVENT_REGISTRATION_TYPE,0,
field_147697_e,registry,0,
field_147698_b,LOGGER,0,
field_147699_c,GSON,0,
field_147700_a,EMPTY_SOUND,0,
field_147707_d,postEffect,0,
field_147708_e,EFFECT_NONE,0,
field_147709_v,mapRenderer,0,
field_147710_q,LOGGER,0,
field_147711_ac,resourceManager,0,
field_147712_ad,EFFECTS,0,
field_147713_ae,effectIndex,0,
field_147716_d,enderChest,0,
field_147717_b,chest,0,
field_147718_c,trappedChest,0,
field_147719_a,instance,0,
field_147917_g,minecraft,0,
field_147923_a,LOGGER,0,
field_147941_i,crosshairPickEntity,0,
field_147971_a,mipLevel,0,
field_148029_f,fullSizedTargets,0,
field_148030_g,shaderOrthoMatrix,0,
field_148031_d,passes,0,
field_148032_e,customRenderTargets,0,
field_148033_b,resourceManager,0,
field_148034_c,name,0,
field_148035_a,screenTarget,0,
field_148036_j,time,0,
field_148037_k,lastStamp,0,
field_148038_h,screenWidth,0,
field_148039_i,screenHeight,0,
field_148046_f,auxWidths,0,
field_148047_g,auxHeights,0,
field_148048_d,auxAssets,0,
field_148049_e,auxNames,0,
field_148050_b,outTarget,0,
field_148051_c,effect,0,
field_148052_a,inTarget,0,
field_148053_h,shaderOrthoMatrix,0,
field_148058_d,references,0,
field_148059_b,name,0,
field_148060_c,id,0,
field_148061_a,type,0,
field_148067_f,programs,0,
field_148069_d,extension,0,
field_148070_e,glType,0,
field_148072_c,name,0,
field_148080_a,LOGGER,0,
field_148098_f,floatValues,0,
field_148099_g,name,0,
field_148100_d,type,0,
field_148101_e,intValues,0,
field_148102_b,location,0,
field_148103_c,count,0,
field_148104_a,LOGGER,0,
field_148105_h,dirty,0,
field_148106_i,parent,0,
field_148112_f,blendFunc,0,
field_148113_g,separateBlend,0,
field_148114_d,dstColorFactor,0,
field_148115_e,dstAlphaFactor,0,
field_148116_b,srcColorFactor,0,
field_148117_c,srcAlphaFactor,0,
field_148118_a,lastApplied,0,
field_148119_h,opaque,0,
field_148174_l,this$0,0,
field_148178_k,this$0,0,
field_148188_n,maxNameWidth,0,
field_148191_k,controlsScreen,0,
field_148196_n,lanHeader,0,
field_148198_l,onlineServers,0,
field_148199_m,networkServers,0,
field_148200_k,screen,0,
field_148208_k,this$0,0,
field_148220_k,this$0,0,
field_148223_k,this$0,0,
field_148227_l,this$0,0,
field_148229_b,val$port,0,
field_148230_c,this$0,0,
field_148231_a,val$hostname,0,
field_148232_b,name,0,
field_148234_a,icon,0,
field_148242_b,data,0,
field_148243_c,texture,0,
field_148244_a,this$0,0,
field_148251_b,textureManager,0,
field_148252_c,maps,0,
field_148253_a,MAP_ICONS_LOCATION,0,
field_148257_b,uuid,0,
field_148258_c,accessToken,0,
field_148261_a,LOGGER,0,
field_148280_d,changeButton,0,
field_148281_e,resetButton,0,
field_148282_b,key,0,
field_148283_c,name,0,
field_148284_a,this$0,0,
field_148285_b,name,0,
field_148286_c,width,0,
field_148287_a,this$0,0,
field_148288_a,minecraft,0,
field_148290_d,lastClickTime,0,
field_148291_b,serverData,0,
field_148292_c,screen,0,
field_148293_a,minecraft,0,
field_148298_f,lastClickTime,0,
field_148299_g,lastIconB64,0,
field_148300_d,minecraft,0,
field_148301_e,serverData,0,
field_148303_c,screen,0,
field_148305_h,icon,0,
field_148306_i,iconLocation,0,
field_148326_f,LOGGER,2,
field_148330_a,items,0,
field_148332_b,target,0,
field_148336_b,random,0,
field_148337_c,words,0,
field_148338_a,INSTANCE,0,
field_148546_d,LOGGER,2,
field_148547_k,stats,2,
field_148550_b,LOGGER,0,
field_148551_a,UNIQUE_THREAD_ID,0,
field_148575_b,replace,0,
field_148617_f,loaded,0,
field_148618_g,tickCount,0,
field_148619_d,options,0,
field_148621_b,LOGGER,0,
field_148622_c,soundManager,0,
field_148623_a,MARKER,0,
field_148624_n,soundDeleteTime,0,
field_148625_l,tickingSounds,0,
field_148626_m,queuedSounds,0,
field_148657_b,LOGGER,0,
field_148658_a,UNIQUE_THREAD_ID,0,
field_148734_b,random,0,
field_148743_a,LOGGER,2,
field_148748_b,idToT,2,
field_148749_a,tToId,2,
field_148760_d,defaultKey,2,
field_148761_e,defaultValue,2,
field_148849_e,progress,2,
field_148852_a,id,2,
field_148859_d,type,2,
field_148860_e,tag,2,
field_148871_f,block,2,
field_148872_d,b0,2,
field_148873_e,b1,2,
field_148892_b,uid,2,
field_148893_c,accepted,2,
field_148894_a,containerId,2,
field_148896_a,containerId,2,
field_148913_b,items,2,
field_148914_a,containerId,2,
field_148919_a,message,2,
field_148936_d,yRot,2,
field_148937_e,xRot,2,
field_148938_b,y,2,
field_148939_c,z,2,
field_148940_a,x,2,
field_148951_f,yRot,2,
field_148952_g,xRot,2,
field_148953_d,y,2,
field_148954_e,z,2,
field_148956_c,x,2,
field_148957_a,entityId,2,
field_148968_f,motive,2,
field_148973_a,id,2,
field_148976_a,stats,2,
field_148980_b,action,2,
field_148981_a,id,2,
field_148988_d,z,2,
field_148989_e,value,2,
field_148990_b,x,2,
field_148991_c,y,2,
field_148992_a,id,2,
field_149012_f,ya,2,
field_149013_g,za,2,
field_149014_d,z,2,
field_149015_e,xa,2,
field_149016_b,x,2,
field_149017_c,y,2,
field_149018_a,id,2,
field_149019_j,type,2,
field_149020_k,data,2,
field_149021_h,xRot,2,
field_149022_i,yRot,2,
field_149036_f,xd,2,
field_149037_g,yd,2,
field_149038_d,y,2,
field_149039_e,z,2,
field_149040_b,type,2,
field_149041_c,x,2,
field_149042_a,id,2,
field_149045_j,xRot,2,
field_149046_k,yHeadRot,2,
field_149047_h,zd,2,
field_149048_i,yRot,2,
field_149068_f,xRot,2,
field_149069_g,hasRot,2,
field_149070_d,za,2,
field_149071_e,yRot,2,
field_149072_b,xa,2,
field_149073_c,ya,2,
field_149074_a,entityId,2,
field_149078_b,effect,2,
field_149079_a,entityId,2,
field_149087_c,playerGameType,2,
field_149088_a,dimension,2,
field_149100_a,entityIds,2,
field_149114_f,walkingSpeed,2,
field_149115_d,instabuild,2,
field_149116_e,flyingSpeed,2,
field_149117_b,isFlying,2,
field_149118_c,canFly,2,
field_149119_a,invulnerable,2,
field_149136_a,id,2,
field_149140_b,event,2,
field_149141_c,param,2,
field_149152_f,knockbackX,2,
field_149153_g,knockbackY,2,
field_149154_d,power,2,
field_149155_e,toBlow,2,
field_149156_b,y,2,
field_149157_c,z,2,
field_149158_a,x,2,
field_149159_h,knockbackZ,2,
field_149163_b,eventId,2,
field_149164_a,entityId,2,
field_149167_a,reason,2,
field_149171_b,data,2,
field_149172_a,identifier,2,
field_149177_b,slot,2,
field_149178_c,itemStack,2,
field_149179_a,containerId,2,
field_149184_b,id,2,
field_149185_c,value,2,
field_149186_a,containerId,2,
field_149191_a,mapId,2,
field_149200_f,maxPlayers,2,
field_149202_d,dimension,2,
field_149204_b,hardcore,2,
field_149205_c,gameType,2,
field_149206_a,playerId,2,
field_149214_f,pitch,2,
field_149215_d,z,2,
field_149216_e,volume,2,
field_149217_b,x,2,
field_149218_c,y,2,
field_149219_a,name,2,
field_149230_f,yDist,2,
field_149231_g,zDist,2,
field_149232_d,z,2,
field_149233_e,xDist,2,
field_149234_b,x,2,
field_149235_c,y,2,
field_149237_h,maxSpeed,2,
field_149238_i,count,2,
field_149246_f,globalEvent,2,
field_149249_b,data,2,
field_149251_a,type,2,
field_149279_g,fullChunk,2,
field_149282_b,z,2,
field_149284_a,x,2,
field_149290_a,time,2,
field_149293_a,time,2,
field_149296_b,status,2,
field_149297_a,GSON,2,
field_149301_b,nonce,2,
field_149302_a,keybytes,2,
field_149305_a,gameProfile,2,
field_149314_f,method,2,
field_149315_g,options,2,
field_149317_e,players,2,
field_149318_b,displayName,2,
field_149320_a,name,2,
field_149326_d,method,2,
field_149327_b,objectiveName,2,
field_149328_c,score,2,
field_149329_a,owner,2,
field_149334_b,food,2,
field_149335_c,saturation,2,
field_149336_a,health,2,
field_149341_b,displayName,2,
field_149342_c,method,2,
field_149343_a,objectiveName,2,
field_149356_b,playerId,2,
field_149357_a,itemId,2,
field_149368_b,dayTime,2,
field_149369_a,gameTime,2,
field_149373_b,objectiveName,2,
field_149374_a,slot,2,
field_149378_b,packedItems,2,
field_149379_a,id,2,
field_149383_b,yHeadRot,2,
field_149384_a,entityId,2,
field_149387_a,slot,2,
field_149394_a,entity,2,
field_149399_b,totalExperience,2,
field_149400_c,experienceLevel,2,
